file,emotion,text
./Data/Sentences/Ses01M_impro06_M017.wav,e3,"SO . WEIRD YOU . KNOW THAT LIKE . ONE DAYS . IT'S LIKE . YOU . KNOW SOUNDS SO STUPID BUT LIKE ONE DAY SOMEONE'S HERE  AND  LIKE  NEXT DAY YOU KNOW THEY'RE NOT HERE AND IT JUST KIND OF  MAKES YOU LIKE THINK ABOUT  LIKE  LIFE AND  MORTALITY AND LIKE  THAT KIND OF STUFF . YOU JUST LIKE USED TO  TAKE FOR GRANTED YOU KNOW ."
./Data/Sentences/Ses01M_impro06_M018.wav,e3,"EXACTLY YOU KNOW AND LIKE HE HAD SO MANY PLANS AND HE WAS GOING TO DO ."
./Data/Sentences/Ses01M_impro06_M019.wav,e3,"SO MANY THINGS  YOU KNOW ."
./Data/Sentences/Ses01M_impro06_M020.wav,e3,"WHAT ."
./Data/Sentences/Ses01M_impro06_M021.wav,e3,"YEAH ."
./Data/Sentences/Ses01M_impro06_M022.wav,e3,"HE WAS A REALLY REALLY GOOD GUY ."
./Data/Sentences/Ses01M_impro06_M023.wav,e3,"A LOT OF PEOPLE LOVED HIM ."
./Data/Sentences/Ses01M_impro06_M024.wav,e3,"YOU KNOW IT'S  LIKE AFFECTING A  LOT OF PEOPLE IT'S NOT JUST ME YOU KNOW ."
./Data/Sentences/Ses01M_impro06_M025.wav,e3,"UMM ."
./Data/Sentences/Ses01M_impro06_M026.wav,e3,"FOR LIKE EIGHT YEARS ."
./Data/Sentences/Ses01M_impro06_M027.wav,e3,"YEAH ."
./Data/Sentences/Ses01M_impro06_M028.wav,e3,"YEAH I'M GLAD I WAS THERE GLAD I  GLAD I GOT TO BE THERE ."
./Data/Sentences/Ses01M_impro06_M029.wav,e3,"SO  WEIRD ."
./Data/Sentences/Ses01M_impro06_M030.wav,e3,"LIKE I CAN'T IT'S LIKE YOU KNOW IT'S  LIKE  PINCH ME IT'S LIKE I CAN'T BELIEVE LIKE . I'M . DEALING WITH THIS  YOU KNOW ."
./Data/Sentences/Ses01M_impro07_F000.wav,e0,"YEAH ."
./Data/Sentences/Ses01M_impro07_F001.wav,e1,"{LG} FOR SOFTBALL THAT'S  UNBELIEVABLE IS IT SLOW PITCH ."
./Data/Sentences/Ses01M_impro07_F003.wav,e1,"PINCH HITTING SOFTBALL ."
./Data/Sentences/Ses01M_impro07_F004.wav,e1,"THAT IS INCREDIBLE ."
./Data/Sentences/Ses01M_impro07_F005.wav,e1,"THAT'S  AMAZING . THEY PAY FOR EVERYTHING ."
./Data/Sentences/Ses01M_impro07_F006.wav,e1,"YOUR HOUSING BOOKS EVERYTHING THAT IS . INCREDIBLE ."
./Data/Sentences/Ses01M_impro07_F007.wav,e1,"THAT IS INCREDIBLE DO  YOU GET LIKE A PER DIEM ."
./Data/Sentences/Ses01M_impro07_F008.wav,e1,"YOU SHOULD YOU SHOULD LOOK INTO THAT ."
./Data/Sentences/Ses01M_impro07_F009.wav,e1,"THAT IS AMAZING CONGRATULATIONS . GOOD FOR YOU ."
./Data/Sentences/Ses01M_impro07_F010.wav,e0,"OH ."
./Data/Sentences/Ses01M_impro07_F011.wav,e1,"YEAH THAT YOU PROBABLY YOU . SHOULD . SEE ONE OF THESE VICTORIAN HOUSES AROUND BY ."
./Data/Sentences/Ses01M_impro07_F012.wav,e0,"OH  VENICE BEACH ."
./Data/Sentences/Ses01M_impro07_F013.wav,e1,"OH YOU DON'T LIKE THAT . YOU'RE WEST SIDER ."
./Data/Sentences/Ses01M_impro07_F014.wav,e1,"OKAY THAT  WOULD BE WAY TOO MUCH OF A COMMUTE  YOU CAN'T DO THAT  ESPECIALLY  I KNOW ESPECIALLY . FROM I DON'T KNOW WHAT  I  WAS GOING TO SAY  I DON'T . KNOW ."
./Data/Sentences/Ses01M_impro07_F015.wav,e1,"I DON'T KNOW . COMMUTING FROM WHAT MALIBU THAT WOULD BE RIDICULOUS ."
./Data/Sentences/Ses01M_impro07_F016.wav,e1,"OH  YEAH HE'D DROP YOU RIGHT OFF AT PRACTICE ."
./Data/Sentences/Ses01M_impro07_F018.wav,e1,"THEY HAVE THOSE NEON . SOFTBALLS  THEY'RE LIKE DAY GLOW YOU CAN SEE THEM ANYWHERE ."
./Data/Sentences/Ses01M_impro07_F020.wav,e0,"OH  THAT . IS INCREDIBLE IS IT ."
./Data/Sentences/Ses01M_impro07_F021.wav,e1,"DO THEY HAVE A . IS IT A CO ED . SOFTBALL TEAM . I MEAN REALLY YOU KNOW  I  DIDN'T EVEN  KNOW  THAT THEY HAVE THAT ."
./Data/Sentences/Ses01M_impro07_F022.wav,e1,"WHO DO YOU PLAY LIKE DO ARE YOU LIKE . NATIONALLY RANKED ."
./Data/Sentences/Ses01M_impro07_F023.wav,e1,"THAT IS UNBELIEVABLE ."
./Data/Sentences/Ses01M_impro07_F024.wav,e1,"I WOULD PUT THAT RIGHT UP THERE WITH PING PONG ."
./Data/Sentences/Ses01M_impro07_F025.wav,e1,"I MEAN NOT TO DENIGRATE WHAT YOU ARE DOING . I THINK THAT'S GREAT ."
./Data/Sentences/Ses01M_impro07_F026.wav,e1,"NO  NO I LOVE SOFTBALL I PLAYED SOFTBALL ALL THE TIME ."
./Data/Sentences/Ses01M_impro07_F027.wav,e1,"I AM NOT SAYING YOU SHOULD . BE . I'M NOT NO I THINK  IT'S GREAT I THINK YOU SHOULD BE INCREDIBLY PROUD YOURSELF ESPECIALLY BECAUSE YOU'RE GOING TO U S C . FOR  FREE . FOR DOING  IT FOR  FREE ."
./Data/Sentences/Ses01M_impro07_F033.wav,e1,"YOU'RE LIKE THE ROOKIE . THE NEW KID ."
./Data/Sentences/Ses01M_impro07_F034.wav,e1,"JUST WATCH IN FIVE YEARS YOU'LL BE LIKE ON THE FORCE . YOU . CARRY  AROUND DONUTS IN YOUR BACK POCKET . {LG} ."
./Data/Sentences/Ses01M_impro07_M000.wav,e1,"CHECK THIS OUT YOU KNOW HOW I'VE TOLD YOU I'VE BEEN REALLY . INTO LIKE SOFTBALL RECENTLY ."
./Data/Sentences/Ses01M_impro07_M001.wav,e1,"WELL  THIS  IS TOTALLY RANDOM  I GOT THIS FULL RIDE SCHOLARSHIP TO GO TO U S C NEXT YEAR  TO PLAY SOFTBALL ."
./Data/Sentences/Ses01M_impro07_M002.wav,e1,"FOR SOFTBALL THEY'RE GOING TO PAY ME TO GO TO SCHOOL ISN'T  THAT AWESOME ."
./Data/Sentences/Ses01M_impro07_M003.wav,e1,"YEAH . WELL I DON'T WELL YEAH I CAN PITCH I'M NOT LIKE THE PITCHER THOUGH I'M LIKE THE . PINCH HITTER GUY . I MOSTLY JUST HIT  BUT I GUESS I'M GOING TO HAVE TO . YEAH AND THEN I PLAY SHORTSTOP TOO BUT . IT'S SO EX THE GOOD NEWS IS I GET TO STAY HERE ."
./Data/Sentences/Ses01M_impro07_M004.wav,e1,"I KNOW . FOR SOFTBALL . YEAH ."
./Data/Sentences/Ses01M_impro07_M005.wav,e1,"YEAH EVERYTHING EVERY LIKE . FREE RIDE . AND I GET TO YOU KNOW LIKE BE ON LIKE A TROJANS SPORTS TEAM TOO . AND IT'S LIKE COOL ISN'T IT AWESOME ."
./Data/Sentences/Ses01M_impro07_M006.wav,e1,"I DON'T KNOW I SHOULD ASK YEAH I  WILL ."
./Data/Sentences/Ses01M_impro07_M007.wav,e1,"THANK  YOU ."
./Data/Sentences/Ses01M_impro07_M008.wav,e1,"BUT I DON'T KNOW I WANT TO LIVE IN THE HOUSING THAT THEY GIVE ME THOUGH CAUSE I THINK I WANT TO YOU KNOW LIKE GET LIKE A NICER PLACE ."
./Data/Sentences/Ses01M_impro07_M009.wav,e1,"WHERE SHOULD I MOVE ."
./Data/Sentences/Ses01M_impro07_M010.wav,e1,"THAT'S A REALLY GOOD IDEA OR I COULD GO TO LIKE SANTA MONICA . GO BEACH  VENICE BEACH YEAH A LITTLE DIRTY THOUGH . I . DON'T WANT TO . GO TO VENICE . BEACH . BUT MALIBU ALL RIGHT ."
./Data/Sentences/Ses01M_impro07_M011.wav,e1,"PROFESSIONAL SOFTBALL PLAYER MALIBU . {LG} ."
./Data/Sentences/Ses01M_impro07_M013.wav,e1,"OH YEAH THAT WOULD BE . WELL DEPENDS ON WHAT TYPE OF CAR YOU HAD THOUGH TOO I GUESS IT WOULD BE  WORTH IT  HELICOPTER YEAH HELICOPTER THERE  IS A HELIPAD . THERE RIGHT YEAH EXACTLY ."
./Data/Sentences/Ses01M_impro07_M017.wav,e1,"THEY DO IT'S BELIEVE ME IT'S HUGE ."
./Data/Sentences/Ses01M_impro07_M018.wav,e1,"I JUST GOT INTO IT I JUST KIND OF FELL INTO IT LITERALLY I WAS WALKING AROUND AND ."
./Data/Sentences/Ses01M_impro07_M019.wav,e1,"IT'S PRETTY WILD ."
./Data/Sentences/Ses01M_impro07_M020.wav,e0,"YEAH . WELL I DOUBT {NS} PING PONG {NS} ."
./Data/Sentences/Ses01M_impro07_M024.wav,e1,"FOR FREE THAT'S REALLY WHAT IT'S ABOUT I MEAN WHO CARES  I MEAN IF I HAVE TO PLAY SOFTBALL ALL THE TIME ."
./Data/Sentences/Ses01M_impro07_M026.wav,e0,"YEAH WE HAVE LIKE AWAY GAMES AND STUFF ."
./Data/Sentences/Ses01M_impro07_M030.wav,e0,"BUT YOU KNOW . I'M LIKE {NS} ."
./Data/Sentences/Ses01M_impro07_M032.wav,e1,"I'M GOING TO HAVE A MUSTACHE ON  THE FORCE ."
./Data/Sentences/Ses01M_impro07_M033.wav,e1,"PULL OVER ."
./Data/Sentences/Ses01M_script01_1_F004.wav,e3,"DID YOU TALK TO HIM ."
./Data/Sentences/Ses01M_script01_1_F005.wav,e3,"CRIED HARD ."
./Data/Sentences/Ses01M_script01_1_F006.wav,e3,"{BR} ."
./Data/Sentences/Ses01M_script01_1_F008.wav,e2,"HE'S DREAMING ABOUT HIM AGAIN  WALKING THE STREETS ."
./Data/Sentences/Ses01M_script01_1_F011.wav,e2,"WHAT DO YOU MEAN A MISTAKE ."
./Data/Sentences/Ses01M_script01_1_F014.wav,e2,"WHAT CAN YOU PROVE IT . WHAT PROOF DO YOU HAVE CAN YOU PROVE IT ."
./Data/Sentences/Ses01M_script01_1_F015.wav,e2,"TO YOU IT IS TO ME IT IS . BUT TO YOUR FATHER . YOU CAN TALK YOURSELF TIL YOU'RE BLUE IN THE FACE BUT THERE'S WAS NO GRAVE . AND THERE IS NO BODY SO WHERE ARE YOU ."
./Data/Sentences/Ses01M_script01_1_F016.wav,e2,"THE TROUBLE IS THOSE GOD DAMN NEWS PAPERS  EVERY MONTH SOME BOY COMES BACK MISSING LONGER THEN LARRY SO ."
./Data/Sentences/Ses01M_script01_1_F017.wav,e2,"WHY ."
./Data/Sentences/Ses01M_script01_1_F020.wav,e2,"WELL WHAT DO YOU WANT ME TO DO YOU'RE OLD ENOUGH KNOWN YOUR OWN BUSINESS ."
./Data/Sentences/Ses01M_script01_1_F023.wav,e2,"I'M SORRY . I IGNORE WHAT I'VE GOT TO IGNORE  THAT GIRL IS LARRY'S GIRL ."
./Data/Sentences/Ses01M_script01_1_F024.wav,e2,"FROM FATHER'S POINT OF VIEW HE IS NOT DEAD AND YOU HAVE NO RIGHT TO TAKE HIS GIRL  I'M JUST SAYING THAT YOU CAN GO ON FROM THERE IF YOU KNOW WHERE TO GO BUT I'M SAYING  I DON'T KNOW WHERE TO GO . SEE I DON'T KNOW ."
./Data/Sentences/Ses01M_script01_1_F025.wav,e0,"YOU'RE A CONSIDERATE FELLOW THERE'S NOTHING WRONG IN THAT ."
./Data/Sentences/Ses01M_script01_1_F026.wav,e0,"DID YOU ASK ANNIE YET ."
./Data/Sentences/Ses01M_script01_1_F029.wav,e2,"I DON'T SEE WHY IT HAS TO BE  ANNIE ."
./Data/Sentences/Ses01M_script01_1_F030.wav,e2,"THAT'S A GOOD ANSWER BUT IT DOESN'T ANSWER ANYTHING . YOU HAVEN'T SEEN HER SINCE YOU WENT AWAY TO WAR IT'S BEEN  FIVE YEARS ."
./Data/Sentences/Ses01M_script01_1_F031.wav,e3,"HE THINKS HE'S COMING BACK  CHRIS  YOU MARRY THAT GIRL YOU'RE PRONOUNCING HIM . DEAD ."
./Data/Sentences/Ses01M_script01_1_F032.wav,e2,"DO YOU KNOW WHAT THAT'LL DO TO YOU . TO YOUR FATHER DO  YOU KNOW . I DON'T ."
./Data/Sentences/Ses01M_script01_1_F035.wav,e2,"ARE YOU CRAZY ."
./Data/Sentences/Ses01M_script01_1_F036.wav,e2,"YOU HAVE A BUSINESS HERE . I SAID WHAT THE HELL IS THIS ."
./Data/Sentences/Ses01M_script01_1_F037.wav,e2,"OH MUST YOU BE INSPIRED ."
./Data/Sentences/Ses01M_script01_1_F039.wav,e2,"WELL YOU DON'T WANT TO THINK LIKE THAT ."
./Data/Sentences/Ses01M_script01_1_F040.wav,e2,"ALL RIGHT BUT YOU DON'T THINK LIKE THAT . BECAUSE WHAT THE HELL IS THIS ALL FOR . THIS IS ALL FOR YOU WHAT ARE WE WORKING FOR CHRIS  THE  WHOLE SHOOTING MATCH IS FOR YOU ."
./Data/Sentences/Ses01M_script01_1_F041.wav,e2,"WELL YOU DON'T  THINK LIKE  THAT ."
./Data/Sentences/Ses01M_script01_1_F042.wav,e2,"I DON'T UNDERSTAND YOU DO I ."
./Data/Sentences/Ses01M_script01_1_F043.wav,e2,"WELL I CAN SEE THAT ."
./Data/Sentences/Ses01M_script01_1_M000.wav,e0,"HE SAW IT ."
./Data/Sentences/Ses01M_script01_1_M002.wav,e0,"I WAS OUT HERE AT FOUR THIS MORNING I HEARD A CRACK AND I LOOKED OUT THE WINDOW AND HE WAS STANDING RIGHT OVER THERE ."
./Data/Sentences/Ses01M_script01_1_M003.wav,e3,"I DON'T KNOW BUT  HE WENT BACK IN THE KITCHEN AND HE CRIED ."
./Data/Sentences/Ses01M_script01_1_M004.wav,e3,"NO I FIGURED I'D JUST . LET IT WAIT ."
./Data/Sentences/Ses01M_script01_1_M005.wav,e3,"YEAH  I COULD HEAR HIM CRYING THROUGH THE FLOORBOARDS IN MY ROOM ."
./Data/Sentences/Ses01M_script01_1_M006.wav,e3,"I DON'T KNOW ."
./Data/Sentences/Ses01M_script01_1_M007.wav,e3,"I GUESS HE IS ."
./Data/Sentences/Ses01M_script01_1_M017.wav,e0,"I'M GOING TO ASK HER TO MARRY ME ."
./Data/Sentences/Ses01M_script01_1_M020.wav,e2,"SEE . THEN IT'S NOT JUST MY BUSINESS  SOMETIMES YOU INFURIATE ME YOU KNOW THAT  YOU KNOW IT'S JUST YOUR BUSINESS TOO IF I TELL FATHER AND HE . THROWS A FIT ABOUT IT  HUH ."
./Data/Sentences/Ses01M_script01_1_M021.wav,e2,"SHE IS NOT LARRY'S GIRL ."
./Data/Sentences/Ses01M_script01_1_M023.wav,e2,"TO HELL WITH THAT ."
./Data/Sentences/Ses01M_script01_1_M024.wav,e3,"NO I WANTED TO GET THIS ALL SORTED OUT FIRST ."
./Data/Sentences/Ses01M_script01_1_M034.wav,e2,"BUSINESS  THE BUSINESS DOESN'T INSPIRE ME ."
./Data/Sentences/Ses01M_script01_1_M035.wav,e2,"YES YES I LIKE IT FOR ONE HOUR A DAY  I DON'T CARE IF I HAVE TO GRUB FOR MONEY ALL DAY LONG WHEN I COME HOME . I WANT IT NICE I WANT A FAMILY I WANT TO KIDS . AND ANNIE IS IN THE CENTER OF THAT ."
./Data/Sentences/Ses01M_script01_1_M037.wav,e0,"YES ON THIS I WOULD ."
./Data/Sentences/Ses01M_script01_1_M038.wav,e3,"THEN HELP ME STAY HERE MOM ."
./Data/Sentences/Ses01M_script01_1_M040.wav,e3,"THEN HELP ME STAY ."
./Data/Sentences/Ses01M_script01_1_M041.wav,e2,"I AM THINKING LIKE THAT ."
./Data/Sentences/Ses01M_script01_1_M042.wav,e3,"NO YOU DON'T I'M A PRETTY TOUGH GUY ."
./Data/Sentences/Ses01M_script01_2_F000.wav,e2,"WHY DID HE INVITE HER HERE ."
./Data/Sentences/Ses01M_script01_2_F001.wav,e2,"IT'S BEEN THREE AND A HALF YEARS WHY ALL OF A SUDDEN ."
./Data/Sentences/Ses01M_script01_2_F004.wav,e2,"WHAT  IS GOING ON HERE JOE ."
./Data/Sentences/Ses01M_script01_2_F005.wav,e2,"THE GIRL IS NOT LARRY'S IF THE GIRL IS LARRY'S GIRL  SHE'S NOT HIS SHE KNOW SHE'S NOT ."
./Data/Sentences/Ses01M_script01_2_F009.wav,e2,"I WANT YOU TO ACT LIKE HE IS COMING BACK  DON'T THINK I HAVEN'T NOTICED YOU  BOTH OF YOU . SINCE CHRIS INVITED HER HERE . I WON'T STAND FOR ANY NONSENSE ."
./Data/Sentences/Ses01M_script01_2_F011.wav,e2,"OH LAUGH AT ME LAUGH ALL YOU LIKE BUT WHY DOES THIS HAPPEN TO VERY NIGHT SHE COMES BACK  SHE GOES TO SLEEP IN HIS ROOM . AND HIS MEMORIAL BREAKS IN PIECES . LOOK AT IT JOE LOOK ."
./Data/Sentences/Ses01M_script01_2_F012.wav,e2,"BELIEVE WITH ME JOE YOU GOT TO BELIEVE  ONLY . LAST WEEK . A BOY CAME BACK MISSING LONGER THEN LARRY YOU READ IT YOURSELF ."
./Data/Sentences/Ses01M_script01_2_F013.wav,e2,"YOU ABOVE ALL HAVE GOT  TO BELIEVE JUST DON'T STOP BELIEVING ."
./Data/Sentences/Ses01M_script01_2_M000.wav,e0,"WELL . MAYBE  HE WANTED SEE HER ."
./Data/Sentences/Ses01M_script01_2_M001.wav,e0,"WELL . UH  HE GREW UP NEXT DOOR TO THE GIRL . WHY WOULDN'T HE WANT TO SEE HER ."
./Data/Sentences/Ses01M_script01_2_M007.wav,e0,"AND HOW DO YOU KNOW WHY SHE'S WAITED ."
./Data/Sentences/Ses01M_script01_2_M015.wav,e2,"WHAT DOES THAT MEAN ME ABOVE ALL . WHAT DOES THAT MEAN ."
./Data/Sentences/Ses01M_script01_2_M016.wav,e2,"LOOK AT YOU . YOU'RE SHAKING ."
./Data/Sentences/Ses01M_script01_2_M017.wav,e2,"WHAT THE HELL DO YOU WANT FROM ME KATE ."
./Data/Sentences/Ses01M_script01_3_F000.wav,e0,"THE ONLY ONE I KNOW STILL LOVE HIS PARENTS ."
./Data/Sentences/Ses01M_script01_3_F001.wav,e0,"OH IT'S . NOT BAD  THING  IT'S GOOD THING ."
./Data/Sentences/Ses01M_script01_3_F003.wav,e3,"NOT SORRY NO I CAN'T . STAY HERE ."
./Data/Sentences/Ses01M_script01_3_F004.wav,e0,"FOR ONE THING YOUR MOTHER AS MUCH AS TOLD ME TO GO ."
./Data/Sentences/Ses01M_script01_3_F005.wav,e3,"{BR} . AND THEN . YOU'VE  BEEN KIND OF ."
./Data/Sentences/Ses01M_script01_3_F006.wav,e3,"YOU'VE BEEN KIND OF EMBARRASSED EVER SINCE I GOT  HERE ."
./Data/Sentences/Ses01M_script01_3_F008.wav,e0,"FROM HER POINT OF VIEW WHY ELSE WOULD I COME ."
./Data/Sentences/Ses01M_script01_3_F012.wav,e0,"I ALMOST GOT MARRIED TWO YEARS AGO ."
./Data/Sentences/Ses01M_script01_3_F014.wav,e1,"EVERYDAY SINCE ."
./Data/Sentences/Ses01M_script01_3_F015.wav,e1,"BECAUSE I WAS WAITING FOR YOU CHRIS TILL . THEN YOU NEVER WROTE ME AND THEN WHEN YOU DID WELL . YOU SURE CAN BE AMBIGUOUS YOU KNOW ."
./Data/Sentences/Ses01M_script01_3_F016.wav,e1,"I'LL NEVER FORGIVE YOU FOR WAITING SO LONG ALL I DID WAS  SIT AROUND AND WONDER IF I WAS  CRAZY FOR THINKING ABOUT YOU ."
./Data/Sentences/Ses01M_script01_3_F018.wav,e3,"CHRIS WHAT'S THE MATTER ."
./Data/Sentences/Ses01M_script01_3_F019.wav,e3,"NO WHAT IS IT  IS YOUR MOTHER ."
./Data/Sentences/Ses01M_script01_3_F021.wav,e3,"YOU GOT TO TELL ME ."
./Data/Sentences/Ses01M_script01_3_F022.wav,e3,"WOULDN'T WORK LIKE  THIS ."
./Data/Sentences/Ses01M_script01_3_F023.wav,e3,"YEAH SURE ."
./Data/Sentences/Ses01M_script01_3_F024.wav,e3,"HOW MANY ."
./Data/Sentences/Ses01M_script01_3_F025.wav,e3,"{BR} GEEZ ."
./Data/Sentences/Ses01M_script01_3_F026.wav,e3,"DO YOU STILL FEEL THAT WAY ."
./Data/Sentences/Ses01M_script01_3_F030.wav,e1,"WHAT WOULD I DO WITH A  FORTUNE ."
./Data/Sentences/Ses01M_script01_3_M000.wav,e1,"YEAH THAT KIND OF WENT OUT OF STYLE DIDN'T  IT ."
./Data/Sentences/Ses01M_script01_3_M001.wav,e1,"YOU'RE NOT SORRY YOU CAME ."
./Data/Sentences/Ses01M_script01_3_M002.wav,e3,"WHY NOT ."
./Data/Sentences/Ses01M_script01_3_M004.wav,e0,"WHAT ."
./Data/Sentences/Ses01M_script01_3_M006.wav,e0,"YOU DID ."
./Data/Sentences/Ses01M_script01_3_M007.wav,e0,"YEAH ."
./Data/Sentences/Ses01M_script01_3_M009.wav,e1,"ANN I LOVE YOU I LOVE YOU ."
./Data/Sentences/Ses01M_script01_3_M014.wav,e0,"WHY DIDN'T YOU ."
./Data/Sentences/Ses01M_script01_3_M016.wav,e1,"WHY DIDN'T YOU LET ME KNOW ."
./Data/Sentences/Ses01M_script01_3_M018.wav,e1,"I KISSED YOU I  KISSED . ANNIE ."
./Data/Sentences/Ses01M_script01_3_M019.wav,e1,"I KISSED YOU ."
./Data/Sentences/Ses01M_script01_3_M020.wav,e3,"DO  YOU . WANT TO GO SOMEWHERE LET'S GO ."
./Data/Sentences/Ses01M_script01_3_M021.wav,e3,"NO NO IT'S . NOTHING . LIKE THAT ."
./Data/Sentences/Ses01M_script01_3_M022.wav,e3,"I DON'T KNOW IT'S  IT'S COMPLICATED . BUT IT'S GOING FROM ME NOW ."
./Data/Sentences/Ses01M_script01_3_M023.wav,e3,"I DON'T KNOW ."
./Data/Sentences/Ses01M_script01_3_M024.wav,e3,"IT'S KIND OF ALL MIXED UP WITH ALL THESE OTHER THINGS ."
./Data/Sentences/Ses01M_script01_3_M025.wav,e3,"YOU KNOW  OVER SEAS I WAS IN COMMAND OF THE COMPANY ."
./Data/Sentences/Ses01M_script01_3_M026.wav,e3,"WELL I LOST THEM ."
./Data/Sentences/Ses01M_script01_3_M027.wav,e3,"PRETTY MUCH ALL ."
./Data/Sentences/Ses01M_script01_3_M028.wav,e3,"TAKES AWHILE TO  TOSS SOMETHING LIKE THAT OFF I MEAN THEY WEREN'T JUST MEN . YOU KNOW ."
./Data/Sentences/Ses01M_script01_3_M029.wav,e3,"FOR INSTANCE THERE WAS THIS  ONE TIME WHEN THIS KID  IT HAD BEEN RAINING FOR LIKE SEVERAL DAYS  AND HE GAVE ME HIS LAST PAIR OF DRY SOCKS ."
./Data/Sentences/Ses01M_script01_3_M030.wav,e3,"HE JUST PUT IT IN MY POCKET . THAT'S THE KIND OF GUYS I HAD ."
./Data/Sentences/Ses01M_script01_3_M031.wav,e3,"THEY DIDN'T . DIE  THEY KILLED THEMSELVES FOR EACH OTHER . AND I MEAN THAT EXACTLY YOU KNOW A LITTLE MORE SELFISH AND THEY'LL ALL BE HERE TODAY ."
./Data/Sentences/Ses01M_script01_3_M032.wav,e3,"AND I HAD THIS  IDEA . AS I WAS  WATCHING THEM GO DOWN . LIKE EVERYTHING WAS BEING DESTROYED YOU KNOW . BUT I FELT LIKE THIS ONE NEW THING WAS BEING MADE  YOU KNOW IT'S KIND OF LIKE THIS . THIS MONUMENT ."
./Data/Sentences/Ses01M_script01_3_M033.wav,e3,"YOU KNOW THAT THEY WERE BRINGING SOMETHING ON TO THIS EARTH . A KIND OF SACRIFICE YOU KNOW ."
./Data/Sentences/Ses01M_script01_3_M034.wav,e3,"I THOUGHT I WOULD  CHANGE EVERYTHING YOU KNOW AND . I GOT BACK HERE AND IT WAS  IT . WAS LIKE NOTHING HAD CHANGED AT ALL ."
./Data/Sentences/Ses01M_script01_3_M035.wav,e3,"YOU KNOW . I  WENT TO WORK WITH  DAD AND I STARTED THAT WHOLE RAT RACE AGAIN ."
./Data/Sentences/Ses01M_script01_3_M036.wav,e3,"AND NO ONE HAD CHANGED . IT WAS JUST LIKE SORT OF RANDOM BUS ACCIDENT TO THEM ."
./Data/Sentences/Ses01M_script01_3_M037.wav,e3,"DRIVING MY NEW CAR AND  I FELT GUILTY YOU KNOW OPENING MY BANK BOOK SEEING A NEW REFRIGERATOR ."
./Data/Sentences/Ses01M_script01_3_M038.wav,e3,"CAUSE YOU CAN TAKE  THOSE THINGS OUT OF A WAR . BUT YOU HAVE TO REALIZE THAT THOSE THINGS . CAME . OUT OF THE LOVE THAT A MAN CAN HAVE FOR ANOTHER MAN ."
./Data/Sentences/Ses01M_script01_3_M039.wav,e3,"AND IF YOU CAN'T SEE THAT  THEN IT'S JUST LOOT AND  THERE'S BLOOD ALL OVER IT ."
./Data/Sentences/Ses01M_script01_3_M040.wav,e3,"I FELT ASHAMED AND I DIDN'T WANT ANY PART OF IT I GUESS I INCLUDED YOU TOO ."
./Data/Sentences/Ses01M_script01_3_M041.wav,e3,"I WANT YOU TO KNOW ANNIE ."
./Data/Sentences/Ses01M_script01_3_M043.wav,e1,"I'M GOING TO MAKE A FORTUNE FOR YOU ."
./Data/Sentences/Ses01M_script02_1_F005.wav,e2,"YOU KEEP SAYING MY FLASHLIGHT LIKE SOMEHOW IT'S JUST YOURS  HOW'S THAT SUPPOSED TO MAKE ME FEEL ."
./Data/Sentences/Ses01M_script02_1_F007.wav,e0,"NO ."
./Data/Sentences/Ses01M_script02_1_F008.wav,e0,"I'M FINE ."
./Data/Sentences/Ses01M_script02_1_F009.wav,e1,"I WONDER IF THEY CAN HEAR ME TALK ."
./Data/Sentences/Ses01M_script02_1_F014.wav,e2,"THEN LET'S GO ."
./Data/Sentences/Ses01M_script02_1_F017.wav,e2,"PASS WHAT UP  THESE LITTLE FISH SWIM OUT OF THE OCEAN THEY FLOP AROUND ON THE SAND . THEN THEY SWIM BACK AND THEN THEY DIE ."
./Data/Sentences/Ses01M_script02_1_F021.wav,e2,"YES ."
./Data/Sentences/Ses01M_script02_1_F022.wav,e2,"LAST YEAR YOU'LL ALSO REMEMBER . WE GOT  OUR SHOES GOT WET . I GOT SAND IN MY PANTIES . YOU GOT A SORE THROAT  WE GOT INTO A BIG FIGHT . AND WE DID NOT SEE THE GRUNIONS ."
./Data/Sentences/Ses01M_script02_1_F023.wav,e2,"WE DIDN'T SEE THEM THE YEAR BEFORE EITHER ."
./Data/Sentences/Ses01M_script02_1_M000.wav,e1,"WHAT TIME IS IT  GOD . THIS . IS GREAT ISN'T IT I CAN'T BELIEVE IT ."
./Data/Sentences/Ses01M_script02_1_M001.wav,e1,"OF . COURSE I DID WANT TO A LITTLE FURTHER UP THE COAST YOU KNOW GET AWAY FROM ALL THE LIGHTS AND PEOPLE AND EVERYTHING  IS IT MIDNIGHT DO THEY ALWAYS START AT MIDNIGHT . IS THAT WHAT IT IS MIDNIGHT . HOW YOU DOING HUH  YOU OKAY  THAT'S GOOD ."
./Data/Sentences/Ses01M_script02_1_M002.wav,e1,"LOOK THERE WHAT'S THAT WHAT'S THAT  IS IT ."
./Data/Sentences/Ses01M_script02_1_M004.wav,e1,"OH NO I CAN'T TELL THOUGH  ALTHOUGH PROBABLY IF YOU CAN'T TELL IT PROBABLY ISN'T THEM RIGHT . YEAH PROBABLY . GOING TO BE LIKE UNMISTAKABLE RIGHT ."
